filename,int-boundsO0,big-arrO0,big-arr-10xO0,linkedO0,dlinkedO0,bintreeO0
/home/41k3/extr_linuxdriversusbwusbcorerh.c_wusbhc_rh_get_hub_status.c,0,0,0,NA,NA,NA
/home/41k3/extr_linuxdriversusbwusbcoresecurity.c_wusb_dev_sec_rm.c,NA,NA,NA,NA,NA,NA
/home/41k3/extr_linuxdriversuwbrsv.c_uwb_rsv_state_str.c,n,NA,NA,NA,NA,NA
/home/41k3/extr_linuxdriversusbtypectcpci.c_tcpci_to_typec_cc.c,NA,NA,NA,NA,NA,NA
/home/41k3/extr_linuxdriversusbstorage....scsisd.h_logical_to_bytes.c,4294956996,4294941031,4294966266,NA,NA,NA
/home/41k3/extr_linuxdriversusbstorage....scsisd.h_scsi_medium_access_command.c,0,0,0,NA,NA,NA
/home/41k3/extr_linuxdriversusbstorageusb.c_get_protocol.c,NA,NA,NA,NA,NA,NA
/home/41k3/extr_linuxdriversuwbrsv.c_uwb_rsv_modify.c,0,0,0,NA,NA,NA
/home/41k3/extr_linuxdriversusbstoragesierra_ms.c_containsFullLinuxPackage.c,0,0,0,NA,NA,NA
/home/41k3/extr_linuxdriversusbstorageuas-detect.h_uas_is_interface.c,0,0,0,NA,NA,NA
/home/41k3/extr_linuxdriversusbstorage....scsisd.h_sd_zbc_read_zones.c,0,0,0,NA,NA,NA
/home/41k3/extr_linuxdriversusbstorage....scsisd.h_sd_zbc_remove.c,NA,NA,NA,NA,NA,NA
/home/41k3/extr_linuxdriversusbusbipusbip_event.c_usbip_in_eh.c,0,0,0,NA,NA,NA
/home/41k3/extr_linuxdriversusbusbipvudc_transfer.c_get_frame_limit.c,-1,NA,NA,NA,NA,NA
/home/41k3/extr_linuxdriversusbtypectcpm.c_tcpm_get_pwr_opmode.c,NA,NA,NA,NA,NA,NA
/home/41k3/extr_linuxdriversvfiomdevmdev_core.c_mdev_dev.c,-103,-103,-103,NA,NA,NA
/home/41k3/extr_linuxdriversusbtypecfusb302fusb302.c_init_tcpc_dev.c,NA,NA,NA,NA,NA,NA
/home/41k3/extr_linuxdriversusbtypecfusb302fusb302.c_tcpm_set_polarity.c,0,0,0,NA,NA,NA
/home/41k3/extr_linuxdriversusbstorage....scsisd.h_sd_zbc_setup_report_cmnd.c,0,0,0,NA,NA,NA
/home/41k3/extr_linuxdriversusbstorage....scsisd.h_sd_zbc_setup_reset_cmnd.c,0,0,0,NA,NA,NA
/home/41k3/extr_linuxdriversusbstorage....scsisd.h_sd_dif_config_host.c,NA,NA,NA,NA,NA,NA
/home/41k3/extr_linuxdriversusbstorage....scsisd.h_sd_is_zoned.c,0,0,0,NA,NA,NA
/home/41k3/extr_linuxdriversusbstorageene_ub6250.c_ms_count_freeblock.c,0,0,0,NA,NA,NA
/home/41k3/extr_linuxdriversusbstorageisd200.c_isd200_srb_set_bufflen.c,NA,NA,NA,NA,NA,NA
/home/41k3/extr_linuxdriversusbtypectcpm.c_unattached_state.c,NA,NA,NA,NA,NA,NA
/home/41k3/extr_linuxdriversusbwusbcorerh.c_wusb_port_init.c,NA,NA,NA,NA,NA,NA
/home/41k3/extr_linuxdriversvhostnet.c_vhost_net_buf_init.c,NA,NA,NA,NA,NA,NA
/home/41k3/extr_linuxdriversvideobacklightlp8788_bl.c_is_brightness_ctrl_by_pwm.c,1,NA,NA,NA,NA,NA
/home/41k3/extr_linuxdriversusbstorageusb.c_get_transport.c,NA,NA,NA,NA,NA,NA
/home/41k3/extr_linuxdriversusbwusbcoredevconnect.c_wusbhc_devconnect_destroy.c,NA,NA,NA,NA,NA,NA
/home/41k3/extr_linuxdriversusbtypectcpm.c_hard_reset_state.c,NA,NA,NA,NA,NA,NA
/home/41k3/extr_linuxdriversusbtypectcpm.c_tcpm_psy_prop_writeable.c,0,0,0,NA,NA,NA
/home/41k3/extr_linuxdriversvideobacklightlp8788_bl.c_is_brightness_ctrl_by_register.c,1,NA,NA,NA,NA,NA
/home/41k3/extr_linuxdriversusbstorage....scsisd.h_sd_zbc_complete.c,NA,NA,NA,NA,NA,NA
/home/41k3/extr_linuxdriversusbwusbcorerh.c_wusbhc_rh_clear_hub_feat.c,0,0,0,NA,NA,NA
/home/41k3/extr_linuxdriversvhostnet.c_vhost_net_buf_get_size.c,0,0,0,NA,NA,NA
/home/41k3/extr_linuxdriversusbstorage....scsisd.h_sd_zbc_print_zones.c,NA,NA,NA,NA,NA,NA
/home/41k3/extr_linuxdriversusbtypectypec_wcove.c_wcove_set_current_limit.c,0,0,0,NA,NA,NA
/home/41k3/extr_linuxdriversusbwusbcoresecurity.c_wusb_et_name.c,n,n,n,NA,NA,NA
/home/41k3/extr_linuxdriversusbwusbcorewa-xfer.c_wa_xfer_id.c,-103,-103,-103,NA,NA,NA
/home/41k3/extr_linuxdriversvhostscsi.c_vhost_scsi_aborted_task.c,NA,NA,NA,NA,NA,NA
/home/41k3/extr_linuxdriversusbusbipusbip_common.c_tweak_transfer_flags.c,100,255,10,NA,NA,NA
/home/41k3/extr_linuxdriversvhostscsi.c_vhost_scsi_get_cmd_state.c,0,0,0,NA,NA,NA
/home/41k3/extr_linuxdriversvhostscsi.c_vhost_scsi_queue_tm_rsp.c,NA,NA,NA,NA,NA,NA
/home/41k3/extr_linuxdriversusbusb-skeleton.c_skel_resume.c,0,0,0,NA,NA,NA
/home/41k3/extr_linuxdriversvhostnet.c_vhost_net_tx_select_zcopy.c,0,0,0,NA,NA,NA
/home/41k3/extr_linuxdriversvfiomdevmdev_core.c_mdev_uuid.c,-103,-103,-103,NA,NA,NA
/home/41k3/extr_linuxdriversvfiopcivfio_pci.c_vfio_pci_is_vga.c,0,0,0,NA,NA,NA
/home/41k3/extr_linuxdriversvhostvhost.h_vhost_has_feature.c,NA,NA,1024,NA,NA,NA
/home/41k3/extr_linuxdriversvhostvringh.c_vringh_abandon_kern.c,NA,NA,NA,NA,NA,NA
/home/41k3/extr_linuxdriversvhostvhost.c_vhost_dev_has_owner.c,-103,-103,-103,NA,NA,NA
/home/41k3/extr_linuxdriversvhostvhost.c_vhost_disable_cross_endian.c,NA,NA,NA,NA,NA,NA
/home/41k3/extr_linuxdriversusbwusbcorewusbhc.h_wusb_port_no_to_idx.c,99,254,9,NA,NA,NA
/home/41k3/extr_linuxdriversvhostscsi.c_vhost_scsi_to_tcm_attr.c,0,0,0,NA,NA,NA
/home/41k3/extr_linuxdriversvfiovfio.c_vfio_external_group_match_file.c,0,0,0,NA,NA,NA
/home/41k3/extr_linuxdriversvfiovfio_iommu_spapr_tce.c_tce_iommu_find_free_table.c,0,0,0,NA,NA,NA
/home/41k3/extr_linuxdriversusbtypectcpm.c_tcpm_log_source_caps.c,NA,NA,NA,NA,NA,NA
/home/41k3/extr_linuxdriversusbtypectcpm.c_tcpm_port_is_disconnected.c,0,0,0,NA,NA,NA
/home/41k3/extr_linuxdriversvfiomdevmdev_core.c_mdev_parent_dev.c,-103,NA,NA,NA,NA,NA
/home/41k3/extr_linuxdriversvfioplatformvfio_platform_common.c_vfio_platform_acpi_has_reset.c,0,0,0,NA,NA,NA
/home/41k3/extr_linuxdriversvhostscsi.c_vhost_scsi_check_false.c,0,0,0,NA,NA,NA
/home/41k3/extr_linuxdriversvhostscsi.c_vhost_scsi_check_true.c,1,1,1,NA,NA,NA
/home/41k3/extr_linuxdriversvhostscsi.c_vhost_scsi_sess_get_index.c,0,0,0,NA,NA,NA
/home/41k3/extr_linuxdriversvhostscsi.c_vhost_scsi_set_default_node_attrs.c,NA,NA,NA,NA,NA,NA
/home/41k3/extr_linuxdriversvfiopcivfio_pci_private.h_vfio_pci_igd_init.c,0,0,0,NA,NA,NA
/home/41k3/extr_linuxdriversvfioplatformvfio_amba.c_get_amba_irq.c,0,0,0,NA,NA,NA
/home/41k3/extr_linuxdriversvhostscsi.c_vhost_scsi_tpg_get_inst_index.c,1,1,1,NA,NA,NA
/home/41k3/extr_linuxdriversusbstoragesddr09.c_nand_flash_manufacturer.c,n,n,n,NA,NA,NA
